age,job,marital,education,balance,housing,loan,contact,day,month,duration,pdays,poutcome,deposit
38,2,1,1,2139,1,0,2,9,8,576,-1,3,0
52,10,1,1,2251,1,0,2,3,6,58,-1,3,0
57,4,0,3,0,0,0,2,13,8,95,-1,3,0
65,4,0,2,2756,0,0,0,23,11,1353,-1,3,0
53,5,1,2,7132,0,0,0,13,1,88,-1,3,0
34,9,2,2,2047,1,0,0,28,5,57,-1,3,0
41,6,2,2,0,0,0,0,18,9,256,-1,3,0
44,10,1,2,1151,1,0,2,5,6,127,-1,3,0
49,9,1,1,5244,0,0,0,25,1,60,-1,3,0
39,9,1,1,1,1,0,2,26,8,506,-1,3,0
54,4,1,2,203,0,0,0,21,9,70,-1,3,0
22,8,2,1,2162,0,0,1,2,3,168,-1,3,0
31,0,1,1,337,0,0,2,12,8,51,-1,3,0
53,3,1,3,0,0,0,0,22,1,207,-1,3,0
59,9,0,1,2,0,0,0,26,1,164,-1,3,0
59,0,1,1,1365,0,0,2,19,6,327,-1,3,0
56,4,1,2,2366,1,1,0,3,3,538,188,0,0
52,4,0,2,-803,1,0,0,7,1,131,-1,3,0
57,2,0,2,873,0,0,2,17,6,441,-1,3,0
41,0,1,1,-76,1,0,0,16,0,263,-1,3,0
39,3,1,2,2990,0,0,1,30,0,127,-1,3,0
35,4,0,2,538,1,0,2,12,8,66,-1,3,0
53,4,0,2,6388,1,0,1,23,5,203,-1,3,0
35,9,1,1,840,1,0,0,29,5,281,-1,3,0
25,9,2,1,1847,0,0,0,26,8,137,-1,3,0
34,7,1,1,40,1,0,0,17,5,302,-1,3,0
38,6,1,1,30,0,0,2,16,6,91,-1,3,0
42,4,1,0,860,1,0,2,15,8,90,-1,3,0
28,6,2,1,123,1,0,2,9,8,97,-1,3,0
35,1,1,1,667,1,0,0,14,8,10,324,1,0
34,0,2,1,601,0,0,0,17,9,184,-1,3,0
32,9,1,1,616,1,0,0,27,1,118,-1,3,0
38,2,1,3,259,0,0,0,18,9,63,-1,3,0
32,4,2,2,307,0,0,0,25,4,96,201,2,0
41,4,1,2,-29,0,0,0,29,4,41,266,0,0
41,1,1,1,849,1,1,0,12,8,100,-1,3,0
26,4,2,2,47,1,0,0,18,8,63,-1,3,0
60,5,1,2,2194,1,0,1,20,0,31,263,0,0
51,7,1,3,3413,0,0,0,27,1,146,-1,3,0
24,7,2,1,1299,1,1,0,18,8,113,-1,3,0
37,1,1,3,622,1,0,0,11,8,175,-1,3,0
44,9,1,1,1901,0,0,0,6,1,165,-1,3,0
74,5,0,0,166,0,0,0,13,1,99,-1,3,0
50,9,1,1,1717,0,0,1,7,5,416,-1,3,0
31,4,2,2,-160,1,0,2,28,8,202,-1,3,0
31,0,1,1,89,0,0,2,7,8,297,-1,3,0
25,4,2,2,493,1,0,2,4,6,301,-1,3,0
39,2,1,2,2644,1,0,2,20,8,253,-1,3,0
30,4,2,2,596,0,0,0,4,6,125,-1,3,0
60,4,1,1,0,0,0,0,20,8,321,87,0,0
48,9,1,1,606,1,0,0,19,1,231,-1,3,0
30,2,1,1,-346,1,1,0,22,5,88,-1,3,0
43,7,2,1,550,1,0,0,13,8,107,-1,3,0
44,9,2,0,237,1,0,0,25,5,54,-1,3,0
29,1,2,1,415,0,1,0,28,4,161,-1,3,0
46,10,1,1,-125,1,0,2,6,8,23,-1,3,0
28,1,2,2,1984,1,0,0,4,8,32,14,0,0
34,2,1,2,121,1,0,1,18,8,57,-1,3,0
42,4,0,2,266,0,1,0,28,4,228,-1,3,0
59,5,1,1,1723,0,0,2,19,6,70,-1,3,0
27,1,2,1,1049,0,0,1,29,4,389,-1,3,0
36,1,1,0,21,0,0,1,20,9,35,-1,3,0
34,1,2,1,341,1,0,2,8,8,195,-1,3,0
30,4,1,2,233,1,0,2,14,8,382,-1,3,0
50,9,1,2,247,0,0,2,23,8,173,-1,3,0
50,9,1,2,3117,0,0,0,20,9,44,164,0,0
45,2,1,1,242,0,1,0,4,3,510,198,0,0
40,1,2,3,24,1,0,2,5,8,185,-1,3,0
49,4,1,2,7007,0,0,0,17,9,325,-1,3,0
54,5,1,1,1851,0,0,2,11,6,296,-1,3,0
31,1,2,1,573,1,0,1,5,3,58,269,0,0
35,6,1,2,1178,1,1,0,15,0,220,183,0,0
34,1,1,2,748,1,1,0,6,8,161,-1,3,0
48,0,0,1,-407,1,0,0,14,8,210,352,0,0
51,1,1,1,4695,0,0,0,29,1,8,-1,3,0
47,10,2,2,2500,0,0,0,30,4,240,-1,3,0
45,5,2,1,86,0,0,0,21,9,64,-1,3,0
33,4,1,2,968,0,1,0,28,1,95,-1,3,0
33,7,2,1,192,0,0,0,24,5,255,-1,3,0
27,10,2,0,93,0,0,2,11,10,4,-1,3,0
47,9,1,1,0,1,0,0,25,8,234,-1,3,0
54,6,0,2,0,1,1,0,29,4,309,-1,3,0
37,4,1,2,-491,1,0,0,5,3,80,-1,3,0
43,11,1,3,1517,0,0,2,20,6,45,-1,3,0
49,4,1,2,0,1,0,0,18,9,102,-1,3,0
43,10,1,1,775,0,0,0,14,1,98,106,0,0
27,0,2,1,276,1,0,2,19,8,311,-1,3,0
44,7,1,1,5781,1,1,0,15,8,195,-1,3,0
37,4,0,2,0,1,0,0,11,8,217,-1,3,0
50,7,1,1,901,1,0,2,20,6,8,-1,3,0
50,2,1,0,431,1,0,0,20,0,12,-1,3,0
52,7,1,0,911,0,0,2,20,6,29,-1,3,0
26,0,2,1,96,0,0,0,6,8,606,345,0,0
35,9,1,1,0,1,1,0,17,9,199,-1,3,0
47,7,0,1,-288,1,0,2,28,8,107,-1,3,0
55,7,0,0,2923,1,0,2,15,8,104,-1,3,0
26,1,2,0,16,0,1,0,8,5,249,-1,3,0
37,6,1,1,744,1,1,0,21,1,161,-1,3,0
56,1,1,0,551,0,0,2,29,8,27,-1,3,0
33,4,1,2,322,1,0,0,16,0,77,-1,3,0
36,1,1,1,199,1,0,0,9,5,183,-1,3,0
32,4,2,2,0,0,0,0,22,1,360,-1,3,0
30,9,2,2,0,0,0,0,28,1,262,-1,3,0
39,4,2,2,633,0,0,0,19,9,105,133,0,0
28,4,2,2,203,0,0,0,29,4,145,-1,3,0
36,6,2,2,583,0,0,0,30,4,859,235,1,0
39,0,2,1,2749,1,0,0,19,9,128,-1,3,0
48,4,0,1,769,0,1,0,28,4,58,184,1,0
34,1,1,1,1924,1,1,0,1,0,161,253,0,0
50,1,1,0,1064,1,0,0,8,1,31,-1,3,0
26,0,2,1,1099,0,0,0,15,4,99,225,1,0
35,2,1,1,2971,0,0,0,21,9,112,-1,3,0
44,1,1,0,2657,1,0,2,20,6,202,-1,3,0
47,4,1,1,21,1,0,0,18,9,229,-1,3,0
62,4,1,2,0,0,0,0,13,0,113,182,0,0
55,4,2,2,0,0,0,0,3,9,222,187,0,0
26,4,2,2,9447,0,0,0,4,11,113,100,1,0
88,5,1,1,433,0,0,1,15,11,161,274,0,0
28,9,2,2,375,1,0,0,14,8,43,350,1,0
41,7,1,1,2399,1,0,0,15,8,303,351,0,0
25,9,2,2,148,0,0,0,23,5,421,-1,3,0
40,2,0,2,224,0,0,2,20,6,606,-1,3,0
35,1,1,0,147,1,0,0,5,8,358,337,0,0
65,5,0,1,744,0,0,0,5,5,182,-1,3,0
40,6,2,2,-94,1,0,0,16,5,90,-1,3,0
43,4,0,2,9,1,0,0,26,1,89,401,0,0
29,4,2,2,1218,0,0,0,30,4,258,-1,3,0
48,4,2,1,1106,0,1,0,8,5,265,-1,3,0
35,1,1,1,0,1,0,0,9,5,277,-1,3,0
30,9,2,1,167,0,0,2,14,11,9,-1,3,0
32,4,2,2,0,1,0,0,20,0,415,-1,3,0
30,8,1,2,324,0,0,0,25,1,585,-1,3,0
30,0,2,1,127,1,0,0,18,8,16,368,1,0
24,0,1,1,230,1,0,0,15,8,73,-1,3,0
29,9,1,1,344,1,1,2,28,8,279,-1,3,0
44,4,1,2,105,1,0,2,6,8,1529,-1,3,0
42,1,1,1,634,1,0,0,24,5,256,-1,3,0
45,3,1,0,317,1,0,0,8,0,325,-1,3,0
57,3,1,0,2234,0,0,2,11,6,201,-1,3,0
36,1,1,0,223,1,0,2,14,5,12,-1,3,0
49,9,1,0,230,1,0,2,8,8,96,-1,3,0
30,9,2,2,0,0,0,0,15,11,214,-1,3,0
48,4,0,2,313,0,0,0,8,8,208,-1,3,0
32,7,1,1,289,1,0,0,2,3,63,257,0,0
35,9,1,1,0,1,0,0,6,0,139,-1,3,0
40,2,1,0,3676,1,1,2,15,8,101,-1,3,0
32,3,1,0,-184,1,0,0,6,3,129,197,0,0
37,0,2,2,3954,1,0,0,12,1,87,117,0,0
37,4,1,2,2951,0,0,0,21,9,101,-1,3,0
43,4,1,2,78,1,0,0,21,9,36,109,1,0
48,9,1,1,1526,0,0,0,6,1,273,-1,3,0
36,9,1,1,0,1,0,0,21,5,193,-1,3,0
33,10,2,1,233,1,0,2,8,8,221,-1,3,0
33,4,1,1,67,1,1,2,23,8,316,-1,3,0
36,7,2,0,38,0,0,2,6,6,308,-1,3,0
65,5,1,2,1948,0,0,0,2,3,102,-1,3,0
50,3,1,0,5296,0,0,0,19,9,64,-1,3,0
34,4,2,2,612,0,0,0,30,0,192,-1,3,0
35,2,1,1,4872,1,0,0,15,8,34,-1,3,0
32,4,2,2,131,1,0,0,11,1,112,81,1,0
34,9,2,1,4943,1,1,0,19,9,117,-1,3,0
34,1,1,1,-257,1,0,0,15,8,160,368,0,0
33,1,1,0,331,1,0,2,30,8,139,-1,3,0
45,1,1,1,105,1,1,2,13,8,119,-1,3,0
35,1,1,1,1160,0,1,1,19,9,62,-1,3,0
53,9,1,1,4930,0,1,0,2,3,228,-1,3,0
39,7,0,0,471,1,0,2,6,8,161,-1,3,0
38,1,1,1,35,1,0,2,28,8,130,-1,3,0
35,4,2,2,1750,1,0,0,22,10,422,175,2,0
52,1,1,1,5275,0,1,0,22,5,1029,-1,3,0
30,9,2,1,728,1,0,0,5,3,393,261,1,0
37,6,1,2,0,0,0,2,6,6,143,-1,3,0
33,6,1,2,263,0,0,0,16,9,79,94,0,0
52,4,1,2,601,1,0,2,14,8,249,-1,3,0
29,0,1,1,6429,1,1,0,14,8,535,352,0,0
28,0,2,1,1076,1,0,2,2,6,537,-1,3,0
37,1,1,1,-57,1,1,0,7,8,55,-1,3,0
33,0,2,2,2,0,0,0,29,4,132,-1,3,0
32,9,1,2,514,1,0,2,20,8,414,-1,3,0
25,1,2,1,-375,1,0,0,14,5,61,-1,3,0
37,9,1,1,28,0,0,0,21,1,101,-1,3,0
34,4,2,2,404,1,0,0,5,3,10,-1,3,0
40,10,1,1,3430,1,0,0,20,9,1855,-1,3,0
40,4,1,1,99,0,0,0,9,3,15,-1,3,0
38,7,1,1,2669,1,0,0,20,0,208,-1,3,0
39,4,2,2,202,1,0,0,12,8,59,301,1,0
37,4,2,3,715,1,0,2,20,8,247,-1,3,0
35,1,1,1,674,1,0,2,30,8,274,-1,3,0
33,4,2,2,312,0,0,0,11,1,271,369,0,0
38,4,1,2,1463,1,0,0,25,1,425,-1,3,0
37,4,1,2,789,1,1,0,11,1,93,190,1,0
29,10,2,2,7,0,0,0,6,8,51,179,0,0
42,7,1,0,473,1,0,0,30,4,54,-1,3,0
45,4,0,2,3150,1,0,0,17,9,101,-1,3,0
42,7,1,2,12223,1,0,0,19,9,36,-1,3,0
33,1,1,1,1541,1,0,2,23,8,423,-1,3,0
35,1,2,1,142,1,0,0,7,8,266,168,0,0
30,9,2,2,3,1,0,2,7,8,174,-1,3,0
31,1,2,1,1207,1,0,0,17,0,163,-1,3,0
45,9,1,1,351,1,0,1,29,1,18,-1,3,0
44,0,0,1,777,1,0,0,18,8,517,350,0,0
31,7,1,0,997,1,0,0,3,3,256,190,0,0
30,0,1,1,15,1,0,2,9,8,257,-1,3,0
54,4,1,2,2819,0,0,0,7,1,123,-1,3,0
35,1,1,1,126,1,0,0,16,0,472,-1,3,0
36,0,1,1,953,1,0,0,17,3,38,-1,3,0
55,3,1,0,10,0,0,0,4,3,174,-1,3,0
45,4,1,2,-577,1,1,0,24,5,204,-1,3,0
30,10,2,2,1159,0,0,0,12,1,95,68,2,0
57,10,1,1,1350,0,0,0,25,6,131,388,0,0
59,3,1,0,88,1,0,0,28,5,63,-1,3,0
47,1,1,0,-245,1,1,2,12,6,67,-1,3,0
34,9,2,1,161,0,1,0,8,1,61,-1,3,0
46,10,0,1,41,1,0,2,12,8,249,-1,3,0
56,7,0,1,450,0,0,2,9,6,47,-1,3,0
24,8,2,3,782,0,0,0,4,8,12,91,1,0
40,0,1,1,-666,1,0,2,27,8,107,-1,3,0
50,4,1,2,-151,1,0,0,18,9,63,-1,3,0
31,1,1,0,55,1,1,0,17,0,340,-1,3,0
37,4,1,2,-666,1,0,0,18,9,204,-1,3,0
45,1,1,1,87,1,0,0,14,8,96,360,0,0
45,4,1,0,4629,0,0,1,2,0,285,-1,3,0
36,1,2,0,2176,1,0,2,28,8,52,-1,3,0
57,4,1,2,3431,1,0,0,21,9,55,189,0,0
39,4,1,2,208,0,0,0,20,1,170,-1,3,0
47,7,1,1,0,1,0,0,9,5,173,-1,3,0
44,7,0,1,240,1,0,2,8,8,155,-1,3,0
39,0,1,1,1388,1,0,0,15,5,150,-1,3,0
40,7,1,1,5807,1,0,2,20,6,98,-1,3,0
48,4,0,1,17,1,0,0,17,9,195,-1,3,0
56,7,1,1,0,0,0,0,13,1,112,-1,3,0
50,1,2,0,1743,1,0,2,6,6,49,-1,3,0
29,7,2,1,1008,1,0,2,23,8,426,-1,3,0
33,9,2,1,151,1,0,0,20,0,104,236,0,0
57,1,1,3,3196,0,0,0,28,1,161,-1,3,0
54,4,1,2,1411,0,0,0,12,1,56,-1,3,0
64,5,0,1,630,0,0,0,21,1,97,-1,3,0
61,5,1,0,0,1,1,1,18,1,280,-1,3,0
36,1,1,1,561,1,0,2,9,6,198,-1,3,0
50,4,1,1,0,1,0,2,14,8,94,-1,3,0
30,9,2,1,281,0,0,0,12,1,105,-1,3,0
40,9,1,1,40,1,0,0,21,9,73,-1,3,0
40,4,1,2,0,0,0,0,14,5,109,-1,3,0
30,0,0,0,1032,1,0,2,29,8,52,-1,3,0
55,4,0,2,-207,0,0,0,2,3,211,-1,3,0
59,3,1,0,235,0,0,0,13,1,119,-1,3,0
37,0,1,2,0,1,0,0,17,9,65,119,0,0
53,7,1,1,367,1,1,0,29,4,155,261,0,0
56,4,1,2,505,1,1,0,5,8,221,169,0,0
33,7,1,1,804,1,1,2,8,8,266,-1,3,0
49,7,1,1,-301,1,0,0,12,8,187,-1,3,0
47,9,1,2,-813,1,1,2,16,6,179,-1,3,0
34,0,1,1,79,1,0,2,23,8,83,-1,3,0
33,1,1,0,50,1,0,0,7,8,246,-1,3,0
31,1,2,1,1205,1,0,0,16,0,462,328,1,0
44,9,2,1,365,1,0,2,8,8,169,-1,3,0
50,0,1,1,-1415,0,0,0,19,1,358,-1,3,0
39,0,2,1,223,0,0,0,4,3,277,-1,3,0
41,4,1,2,1897,1,0,2,19,8,335,-1,3,0
33,4,1,2,22867,1,0,0,10,1,73,440,0,0
40,3,1,1,949,0,0,0,8,1,182,-1,3,0
42,7,1,1,1165,1,0,0,18,8,485,-1,3,0
37,4,0,1,1655,1,0,0,12,8,178,175,0,0
56,1,1,3,260,1,0,1,30,5,250,-1,3,0
49,1,0,0,0,1,0,0,29,5,468,-1,3,0
35,2,2,2,-880,0,1,0,24,5,77,-1,3,0
41,4,0,2,107,1,0,0,17,5,122,-1,3,0
52,1,1,0,1624,0,0,2,20,6,114,-1,3,0
33,9,2,2,1257,1,0,0,22,5,66,-1,3,0
40,0,2,3,355,1,0,0,7,0,345,138,1,0
44,1,0,1,579,1,0,2,6,8,198,-1,3,0
39,1,1,1,1403,0,0,0,11,8,214,326,0,0
39,1,1,0,-176,0,0,0,9,5,176,-1,3,0
28,4,2,1,-513,0,1,0,29,5,95,-1,3,0
45,9,2,1,586,0,1,0,28,5,32,-1,3,0
63,5,0,0,1840,0,0,0,12,7,71,-1,3,0
32,9,2,2,720,0,0,0,12,1,234,-1,3,0
28,1,2,1,97,1,0,2,7,8,67,-1,3,0
36,4,2,2,13,0,1,0,18,9,106,-1,3,0
34,0,0,1,140,1,0,0,8,8,81,365,0,0
45,1,1,1,521,1,0,2,17,6,259,-1,3,0
30,1,1,1,364,1,1,0,4,3,331,-1,3,0
59,1,1,0,416,0,0,2,16,6,92,-1,3,0
54,3,1,0,3304,0,1,0,25,5,90,-1,3,0
47,11,1,3,1880,0,0,2,18,6,64,-1,3,0
41,0,2,2,982,0,0,0,23,5,105,-1,3,0
35,9,0,1,0,0,0,0,25,1,124,-1,3,0
38,7,1,1,173,1,0,2,20,8,130,-1,3,0
36,9,1,2,911,1,1,0,4,8,275,-1,3,0
39,0,2,3,0,1,0,0,11,8,62,-1,3,0
48,4,0,3,549,1,0,2,6,8,427,-1,3,0
42,1,1,0,704,1,1,1,31,5,88,-1,3,0
24,1,2,1,476,1,0,2,4,6,161,-1,3,0
57,5,1,1,3738,1,0,0,19,0,220,367,2,0
35,11,1,0,634,0,0,0,7,5,185,-1,3,0
32,4,2,2,1134,0,0,0,28,1,85,-1,3,0
26,1,2,1,-128,0,1,0,8,5,392,-1,3,0
27,9,1,1,7102,1,0,2,30,8,141,-1,3,0
47,2,0,1,186,0,0,0,2,3,112,-1,3,0
32,1,2,0,1918,1,0,0,8,8,318,172,0,0
48,6,2,3,0,0,0,2,18,6,453,-1,3,0
43,1,1,0,250,1,0,0,12,8,144,342,0,0
30,8,2,2,31,1,0,0,14,8,23,-1,3,0
28,9,2,1,631,0,0,0,29,0,835,-1,3,0
32,4,1,2,62,1,0,0,14,8,166,-1,3,0
26,6,1,2,479,1,0,0,9,3,133,-1,3,0
38,1,2,1,1121,0,0,2,18,6,203,-1,3,0
30,7,2,3,138,1,0,0,20,0,187,-1,3,0
33,4,2,2,0,1,0,1,5,8,399,358,1,0
37,7,0,1,239,1,0,2,23,8,140,-1,3,0
47,4,1,2,866,0,0,2,20,6,7,-1,3,0
36,9,1,1,1466,1,0,2,29,8,441,-1,3,0
48,3,1,1,3570,0,0,0,5,6,58,-1,3,0
47,9,0,1,440,0,0,0,29,4,147,-1,3,0
34,2,2,2,714,1,0,2,12,8,166,-1,3,0
28,1,1,0,674,1,0,1,14,8,921,-1,3,0
54,3,1,0,127,0,0,0,19,1,176,-1,3,0
33,4,1,1,588,1,0,0,18,8,11,-1,3,0
41,2,0,2,-413,1,0,2,8,8,170,-1,3,0
41,0,2,1,882,1,1,2,28,8,145,-1,3,0
42,4,1,2,877,1,0,2,14,8,238,-1,3,0
32,0,1,1,337,0,0,0,15,8,51,368,0,0
47,6,1,2,192,0,0,1,30,5,120,-1,3,0
36,9,1,0,3350,1,0,0,16,0,86,269,1,0
34,4,1,2,99,0,1,0,3,3,264,-1,3,0
36,4,1,2,806,1,0,0,3,3,106,259,0,0
50,4,1,2,6739,1,0,0,14,5,68,-1,3,0
53,0,1,0,228,1,0,2,16,8,97,-1,3,0
49,1,1,0,-232,0,1,0,11,1,106,-1,3,0
39,9,2,1,556,1,0,2,29,8,322,-1,3,0
47,4,1,2,761,1,0,0,11,5,80,-1,3,0
57,5,1,0,207,1,0,2,8,8,193,-1,3,0
30,10,1,1,221,0,0,0,8,1,61,-1,3,0
54,0,1,1,865,1,0,0,17,9,71,-1,3,0
35,4,2,2,0,0,0,0,18,1,276,-1,3,0
47,9,0,1,1851,1,0,2,19,8,140,-1,3,0
38,2,1,1,-272,0,1,2,17,6,143,-1,3,0
40,0,1,1,367,1,0,1,5,3,89,274,0,0
51,1,1,0,0,0,0,0,20,9,85,-1,3,0
51,1,1,0,230,1,0,2,6,8,673,-1,3,0
57,3,1,0,0,0,0,0,13,1,189,-1,3,0
41,1,1,1,1954,0,0,0,18,9,65,110,2,0
31,2,2,1,379,1,0,0,18,5,570,-1,3,0
59,5,2,1,-341,0,1,0,14,5,94,-1,3,0
26,7,2,0,179,1,1,0,28,5,333,-1,3,0
41,9,1,2,13,0,0,2,5,6,189,-1,3,0
39,4,1,2,839,0,1,0,11,10,365,774,0,0
25,1,2,1,192,0,0,1,4,5,112,-1,3,0
33,4,2,2,576,0,0,0,25,8,220,111,1,0
35,4,2,2,643,1,0,2,23,8,322,-1,3,0
49,4,1,2,342,0,0,0,30,4,433,228,0,0
31,1,1,1,1329,1,1,2,9,8,134,-1,3,0
40,10,1,1,219,1,0,2,5,8,357,-1,3,0
32,4,1,2,141,1,0,0,4,8,78,89,2,0
42,1,1,0,402,0,0,0,13,8,31,330,0,0
33,9,1,2,8023,0,0,0,30,9,107,105,0,0
48,0,1,1,1131,0,1,0,8,8,49,-1,3,0
28,8,2,1,1925,0,0,0,26,3,139,93,2,0
43,1,2,0,0,0,0,2,9,8,71,-1,3,0
30,1,2,1,103,1,0,0,17,0,2053,317,1,0
41,0,1,1,1395,1,1,0,11,8,85,308,0,0
55,4,1,0,621,0,1,0,2,3,114,208,0,0
55,4,1,2,1161,1,0,0,20,9,8,-1,3,0
54,4,1,3,24,0,0,0,31,5,12,-1,3,0
55,5,1,0,2,0,0,2,27,6,392,-1,3,0
57,9,1,1,295,0,0,0,19,1,151,-1,3,0
27,1,2,1,-208,1,0,2,21,8,127,-1,3,0
28,4,1,2,258,0,1,0,17,0,93,-1,3,0
51,4,0,2,119,0,0,0,17,9,200,165,0,0
27,4,2,1,967,1,0,2,21,8,162,-1,3,0
40,1,0,1,-90,1,0,2,28,8,130,-1,3,0
56,5,1,1,0,0,0,0,26,4,413,-1,3,0
35,7,1,1,0,1,0,0,30,5,251,-1,3,0
47,2,0,1,392,1,1,0,19,9,125,-1,3,0
49,1,1,0,23,1,0,2,23,8,247,-1,3,0
35,4,2,2,2486,1,0,0,25,8,265,-1,3,0
50,0,0,1,81,0,1,0,21,9,64,-1,3,0
55,3,1,0,1563,1,0,0,17,9,128,-1,3,0
56,1,1,1,1602,1,0,2,6,8,427,-1,3,0
35,9,2,1,2144,1,0,2,13,8,188,-1,3,0
42,1,1,1,273,0,0,2,12,6,315,-1,3,0
34,1,1,0,455,1,0,2,20,6,372,-1,3,0
40,7,2,1,1038,0,0,2,5,6,741,-1,3,0
33,7,1,1,-384,1,0,0,9,5,125,-1,3,0
33,4,1,2,307,0,0,2,16,8,806,-1,3,0
59,5,0,1,93,0,0,2,26,8,193,-1,3,0
51,3,0,0,127,0,0,2,13,11,69,-1,3,0
47,7,1,1,-150,0,0,0,14,1,52,-1,3,0
48,4,1,2,20718,1,0,2,14,8,125,-1,3,0
31,0,2,2,-218,1,0,2,2,6,227,-1,3,0
39,1,1,1,5222,1,0,0,21,9,239,177,0,0
52,0,1,1,484,1,0,2,6,8,128,-1,3,0
28,9,2,2,75,1,1,0,5,8,233,-1,3,0
56,9,0,1,1480,1,1,0,5,3,576,-1,3,0
47,7,1,1,1111,0,0,2,20,6,415,-1,3,0
77,5,0,0,639,0,0,1,16,0,127,-1,3,0
39,1,2,1,29,1,0,2,7,8,214,-1,3,0
31,7,2,1,6374,1,0,2,23,8,922,-1,3,0
39,4,1,1,363,1,1,0,17,5,184,-1,3,0
32,1,1,0,-94,1,1,0,11,8,308,-1,3,0
59,0,1,1,92,1,0,0,12,8,139,350,0,0
42,11,1,3,222,0,0,0,26,1,80,-1,3,0
50,9,1,0,249,1,0,2,6,8,129,-1,3,0
44,7,1,1,1450,1,0,0,14,0,356,314,0,0
47,3,1,2,2290,0,0,0,15,0,54,-1,3,0
51,9,1,2,0,0,0,1,17,9,81,-1,3,0
34,9,1,1,1026,0,0,0,12,9,319,100,0,0
36,4,1,0,3953,1,0,0,19,9,277,-1,3,0
32,1,2,0,1426,1,0,0,20,9,114,-1,3,0
28,1,2,1,53,1,0,0,13,8,93,-1,3,0
34,4,1,2,160,1,1,0,15,5,130,-1,3,0
40,4,2,2,171,0,0,0,19,1,1241,-1,3,0
49,4,1,2,3237,1,0,2,5,8,232,-1,3,0
30,6,2,1,192,0,0,0,22,5,423,-1,3,0
56,6,1,2,0,0,0,0,19,9,122,-1,3,0
28,4,2,2,385,0,1,0,9,3,79,193,0,0
31,1,1,1,2591,1,0,0,20,9,55,-1,3,0
28,1,2,1,39,0,0,0,31,5,22,-1,3,0
53,9,1,0,44,0,0,2,6,6,256,-1,3,0
38,4,1,2,5432,1,1,0,17,0,707,149,0,0
54,5,0,2,349,1,0,0,12,8,176,175,0,0
36,4,2,2,20,1,0,0,20,0,766,150,1,0
60,5,0,2,381,1,0,0,17,0,208,344,0,0
40,4,1,1,4025,1,0,0,15,5,107,-1,3,0
50,0,2,1,167,0,1,0,28,5,201,-1,3,0
28,4,2,2,278,0,1,0,29,4,194,-1,3,0
33,1,1,1,263,1,0,2,21,8,206,-1,3,0
53,5,1,1,4968,0,0,0,6,8,109,87,0,0
38,9,1,1,581,1,0,2,6,8,79,-1,3,0
34,4,2,2,682,0,0,0,27,1,472,-1,3,0
41,11,1,3,779,0,0,0,30,5,647,-1,3,0
64,5,1,2,2139,0,0,0,14,10,632,-1,3,0
45,4,1,1,5888,1,0,2,26,8,45,-1,3,0
38,9,1,1,0,1,1,0,15,5,146,-1,3,0
57,4,1,2,3431,1,0,2,16,8,73,-1,3,0
34,4,1,2,188,0,0,0,5,8,399,-1,3,0
36,1,2,0,3214,1,0,2,16,6,124,-1,3,0
30,0,1,1,873,1,0,1,12,9,119,167,2,0
32,1,1,1,-32,1,0,0,12,8,145,-1,3,0
42,1,1,1,1958,1,0,2,30,8,124,-1,3,0
35,0,1,1,76,0,1,2,17,6,107,-1,3,0
42,9,1,1,1013,0,1,0,28,1,117,-1,3,0
50,2,1,1,2731,0,0,0,8,1,111,-1,3,0
38,4,1,1,93,0,0,2,3,5,515,-1,3,0
38,6,1,1,173,0,0,0,18,1,205,-1,3,0
55,4,1,0,384,0,0,1,4,3,75,-1,3,0
60,3,1,3,491,0,0,0,14,1,503,-1,3,0
33,4,1,2,728,1,0,0,13,1,275,-1,3,0
30,9,2,1,411,1,0,0,16,0,948,-1,3,0
30,4,2,2,265,0,0,0,25,9,295,93,2,0
51,4,1,2,-3,0,0,0,21,1,79,-1,3,0
37,4,1,2,586,1,0,0,11,5,141,-1,3,0
37,1,1,0,-196,1,0,2,26,8,166,-1,3,0
45,1,1,0,700,1,0,1,13,8,29,-1,3,0
37,1,1,1,-67,0,0,0,2,3,157,-1,3,0
48,4,1,2,1600,0,0,0,18,9,448,-1,3,0
42,7,1,1,508,1,0,2,30,8,70,-1,3,0
49,9,1,0,486,0,0,1,7,5,229,-1,3,0
36,4,2,2,243,1,0,0,7,8,160,360,0,0
54,6,1,1,203,1,0,1,7,5,238,-1,3,0
52,4,1,2,1944,1,0,0,15,0,238,323,0,0
30,4,1,2,882,0,0,0,22,1,102,-1,3,0
37,1,1,1,2924,0,0,0,31,5,74,-1,3,0
31,10,1,1,20,0,0,1,18,9,52,-1,3,0
26,0,1,1,1417,1,0,2,6,6,60,-1,3,0
51,0,0,1,340,1,0,2,8,8,186,-1,3,0
34,7,2,1,4062,1,1,0,15,8,29,-1,3,0
26,1,1,0,133,0,1,0,25,5,57,-1,3,0
32,4,2,2,0,1,1,0,17,9,107,-1,3,0
38,7,1,1,8876,0,0,0,2,3,280,75,0,0
52,0,1,1,423,1,1,0,20,10,139,96,0,0
44,4,1,2,58,1,0,0,14,5,72,-1,3,0
31,7,1,1,5,1,0,2,16,8,216,-1,3,0
38,7,1,0,175,0,0,2,17,6,132,-1,3,0
32,3,1,0,1349,1,0,0,7,1,132,-1,3,0
41,1,1,0,6596,1,0,0,20,9,88,-1,3,0
48,4,1,2,1741,1,1,1,18,9,40,-1,3,0
29,1,1,0,25,1,0,2,4,6,188,-1,3,0
